CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NMC,NIR,a2a
617c8b8eab5193c3c26b77431153fc33d5099bf9,1,440,0,440,1,0,1,1,1,0,1,1,0,0,240,6,59,0,59,3013,0,3013,21,0,21,1,96.97717458
0a681b34e154bf622c68f753820153d7ee77f4c4,22,590,88,502,1,0,1,2,128,78,5,10,3.177706243,13779,184,10,1424,1376,48,80427,76906,3521,539,519,20,1,90.92572265
465dea1cca9b6030bd6cbe23826288ae21b38497,8,202,163,39,0,0,0,3,94,17,4,7,2.100320078,5217,185,11,647,640,7,28961,29143,182,241,238,3,1,88.43143927
b51af35e19efbb8425aecbfcb1665506d8427298,3,140,25,115,0,0,0,2,20,323,1,2,1.391488094,661,241,7,60,54,6,4245,2928,1317,24,23,1,1,99.82703949
2efe086d86209755f5a78472e39a5711fdbd7017,3,15,7,8,0,0,0,3,13,92,1,2,1.288649765,2359,3,0,259,256,3,11499,11430,69,100,99,1,1,100
b084c7f8d12ff38ff3d824734e009a1fc71ee20b,5,213,199,14,2,0,2,1,13,9,3,3,2.30655657,1013,186,8,76,86,10,7027,7042,15,26,35,9,1,98.18560381
083555aca45aae6cf1f113d08b3e9e3c3726117c,2,26,1,25,0,0,0,4,73,71,2,2,0.876716289,1134,242,6,73,72,1,5501,5406,95,9,9,0,1,100
ec115a3658e92d497769dd3158adf04598b8d03b,1,1,1,0,0,0,0,2,7,38,1,1,0,711,187,7,85,85,0,3756,3761,5,27,27,0,1,100
9fa541ba24235eec7dc7abc166bafd48ae0b39ed,7,110,52,58,0,0,0,3,37,328,1,1,2.7416818,2163,188,4,193,186,7,14692,14202,490,55,49,6,1,100
e9b222e9b41ef13af962a80dc32d6512a75ad017,2,152,45,107,0,0,0,4,129,20,1,2,0.999981413,5866,189,5,612,600,12,36182,35064,1118,207,204,3,1,97.353914
6ec3580ee62d92bf2d2f9d51c10fb13761317893,15,64,9,55,0,0,0,2,130,126,4,8,3.694168474,7325,190,6,927,927,0,38791,38470,321,329,329,0,1,100
a4344673a770e2c08d8f5b468a8d9dd46491c873,1,4,1,3,0,0,0,3,17,39,1,1,0,787,243,6,96,95,1,3727,3719,8,15,15,0,1,100
9f04ae4d7cb54e21fe43e1a11357eccdd1dad660,2,11,11,0,0,0,0,3,11,355,2,2,0.976020648,471,244,7,37,37,0,2955,2978,23,20,20,0,1,100
2275c4ee14c9830e868e6f6fa9773381a9a69760,7,255,0,255,1,0,1,2,26,108,1,7,1.544205003,4032,245,7,360,338,22,25186,23741,1445,176,158,18,1,98.31932773
26ad7037c3c01347be63ad33810faee0a3922a94,10,1763,8,1755,4,0,4,1,24,111,3,9,1.826709089,1034,246,8,212,48,164,14123,3198,10925,79,18,61,1,96.26911315
06ee16a33242099db958e6e9d8df6e322198049f,4,381,4,377,1,0,1,2,14,233,3,3,0.843859539,519,247,8,80,57,23,6141,3190,2951,22,13,9,1,97.03957619
d90dbd8dc4638784de702caa26bdd66a38005afb,1,11,12,1,0,0,0,3,18,8,1,1,0,790,248,9,97,96,1,3739,3727,12,15,15,0,1,100
cb9eb515bde88b1f145efc497fc264172d7e32da,4,58,8,50,0,0,0,2,96,45,4,4,1.427797194,2930,218,0,393,391,2,17570,17193,377,130,129,1,1,100
e2e1aa36d5d140afeec2cf81f1cc2bfabb6d9b18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1,0,0,0,0,0,0,0,0,0,1,100
ab3c4c3468d665c9a1144452dab0ba5e580667a1,1,3,2,1,0,0,0,1,14,107,1,1,0,724,191,3,33,33,0,4253,4273,20,24,24,0,1,100
c247a3bfcc242eae6609b384dc748458f11db5f8,7,535,531,4,1,0,1,2,19,70,1,3,2.138001618,2573,249,6,298,301,3,12744,12950,206,96,81,15,1,99.65537048
ca7c97dc1ee138e2a76f2a5e4bb5adf7306d5756,1,1,8,7,0,0,0,3,19,65,1,1,0,325,250,5,32,35,3,1684,1728,44,13,13,0,1,100
2c9ea237b8fe15e68ceae839212b4c809892e9f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,6,0,0,0,0,0,0,0,0,0,1,100
47b9d742fe00a4c1888f59cad26f72120fca92cd,1,2,1,1,0,0,0,3,12,43,1,1,0,398,220,2,28,28,0,2617,2606,11,18,18,0,1,100
1612e6d15abbf525881ed49515b96320f8ea877c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,3,0,0,0,0,0,0,0,0,0,1,100
